State,Division,Date,Value
Georgia,South_Atlantic,2007-11,3479.0
Maryland,South_Atlantic,2007-11,954.0
North_Carolina,South_Atlantic,2007-11,5920.0
South_Carolina,South_Atlantic,2007-11,2535.0
Virginia,South_Atlantic,2007-11,1977.0
West_Virginia,South_Atlantic,2007-11,472.0
Alabama,East_South_Central,2007-11,1960.0
Kentucky,East_South_Central,2007-11,713.0
Mississippi,East_South_Central,2007-11,1620.0
Tennessee,East_South_Central,2007-11,2925.0
Arkansas,West_South_Central,2007-11,726.0
Louisiana,West_South_Central,2007-11,1166.0
Oklahoma,West_South_Central,2007-11,915.0
Texas,West_South_Central,2007-11,12006.0
Arizona,Mountain,2007-11,3230.0
Colorado,Mountain,2007-11,1571.0
Idaho,Mountain,2007-11,690.0
Montana,Mountain,2007-11,286.0
Nevada,Mountain,2007-11,1654.0
New_Mexico,Mountain,2007-11,536.0
Utah,Mountain,2007-11,1006.0
Wyoming,Mountain,2007-11,194.0
Alaska,Pacific,2007-11,146.0
California,Pacific,2007-11,5239.0
Hawaii,Pacific,2007-11,326.0
Oregon,Pacific,2007-11,995.0
Washington,Pacific,2007-11,2486.0
Connecticut,New_England,2007-10,582.0
Maine,New_England,2007-10,526.0
Massachusetts,New_England,2007-10,1091.0
New_Hampshire,New_England,2007-10,415.0
Rhode_Island,New_England,2007-10,118.0
Vermont,New_England,2007-10,133.0
New_Jersey,Middle_Atlantic,2007-10,2091.0
New_York,Middle_Atlantic,2007-10,5538.0
Pennsylvania,Middle_Atlantic,2007-10,2728.0
Illinois,East_North_Central,2007-10,3217.0
Indiana,East_North_Central,2007-10,1924.0
Michigan,East_North_Central,2007-10,1638.0
Ohio,East_North_Central,2007-10,2542.0
Wisconsin,East_North_Central,2007-10,2174.0
Iowa,West_North_Central,2007-10,926.0
Kansas,West_North_Central,2007-10,771.0
Minnesota,West_North_Central,2007-10,1477.0
Missouri,West_North_Central,2007-10,1782.0
Nebraska,West_North_Central,2007-10,1227.0
North_Dakota,West_North_Central,2007-10,320.0
South_Dakota,West_North_Central,2007-10,372.0
Delaware,South_Atlantic,2007-10,268.0
District_of_Columbia,South_Atlantic,2007-10,13.0
Florida,South_Atlantic,2007-10,6594.0
Georgia,South_Atlantic,2007-10,4006.0
Maryland,South_Atlantic,2007-10,1429.0
North_Carolina,South_Atlantic,2007-10,5588.0
South_Carolina,South_Atlantic,2007-10,2223.0
Virginia,South_Atlantic,2007-10,2625.0
West_Virginia,South_Atlantic,2007-10,279.0
Alabama,East_South_Central,2007-10,1540.0
Kentucky,East_South_Central,2007-10,1097.0
Mississippi,East_South_Central,2007-10,664.0
Tennessee,East_South_Central,2007-10,2199.0
Arkansas,West_South_Central,2007-10,555.0
Louisiana,West_South_Central,2007-10,1325.0
Oklahoma,West_South_Central,2007-10,1153.0
Texas,West_South_Central,2007-10,12599.0
Arizona,Mountain,2007-10,2286.0
Colorado,Mountain,2007-10,2610.0
Idaho,Mountain,2007-10,767.0
Montana,Mountain,2007-10,386.0
Nevada,Mountain,2007-10,5059.0
New_Mexico,Mountain,2007-10,623.0
Utah,Mountain,2007-10,1263.0
Wyoming,Mountain,2007-10,263.0
Alaska,Pacific,2007-10,122.0
California,Pacific,2007-10,7477.0
Hawaii,Pacific,2007-10,447.0
Oregon,Pacific,2007-10,1342.0
Washington,Pacific,2007-10,3793.0
Connecticut,New_England,2007-09,553.0
Maine,New_England,2007-09,497.0
Massachusetts,New_England,2007-09,1005.0
New_Hampshire,New_England,2007-09,388.0
Rhode_Island,New_England,2007-09,130.0
Vermont,New_England,2007-09,173.0
New_Jersey,Middle_Atlantic,2007-09,1753.0
New_York,Middle_Atlantic,2007-09,4126.0
Pennsylvania,Middle_Atlantic,2007-09,2689.0
Illinois,East_North_Central,2007-09,3427.0
Indiana,East_North_Central,2007-09,1677.0
Michigan,East_North_Central,2007-09,1830.0
Ohio,East_North_Central,2007-09,2454.0
Wisconsin,East_North_Central,2007-09,1980.0
Iowa,West_North_Central,2007-09,1060.0
Kansas,West_North_Central,2007-09,767.0
Minnesota,West_North_Central,2007-09,1430.0
Missouri,West_North_Central,2007-09,1351.0
Nebraska,West_North_Central,2007-09,741.0
North_Dakota,West_North_Central,2007-09,338.0
South_Dakota,West_North_Central,2007-09,395.0
Delaware,South_Atlantic,2007-09,391.0
District_of_Columbia,South_Atlantic,2007-09,138.0
Florida,South_Atlantic,2007-09,6358.0
Georgia,South_Atlantic,2007-09,4646.0
Maryland,South_Atlantic,2007-09,948.0
North_Carolina,South_Atlantic,2007-09,6185.0
South_Carolina,South_Atlantic,2007-09,2523.0
Virginia,South_Atlantic,2007-09,1919.0
West_Virginia,South_Atlantic,2007-09,261.0
Alabama,East_South_Central,2007-09,1689.0
Kentucky,East_South_Central,2007-09,793.0
Mississippi,East_South_Central,2007-09,933.0
Tennessee,East_South_Central,2007-09,2481.0
Arkansas,West_South_Central,2007-09,946.0
Louisiana,West_South_Central,2007-09,2295.0
Oklahoma,West_South_Central,2007-09,1476.0
Texas,West_South_Central,2007-09,11531.0
Arizona,Mountain,2007-09,3349.0
Colorado,Mountain,2007-09,1983.0
Idaho,Mountain,2007-09,883.0
Montana,Mountain,2007-09,322.0
Nevada,Mountain,2007-09,3114.0
New_Mexico,Mountain,2007-09,459.0
Utah,Mountain,2007-09,1208.0
Wyoming,Mountain,2007-09,199.0
Alaska,Pacific,2007-09,128.0
California,Pacific,2007-09,6691.0
Hawaii,Pacific,2007-09,412.0
Oregon,Pacific,2007-09,1628.0
Washington,Pacific,2007-09,3069.0
Connecticut,New_England,2007-08,682.0
Maine,New_England,2007-08,612.0
Massachusetts,New_England,2007-08,1091.0
New_Hampshire,New_England,2007-08,369.0
Rhode_Island,New_England,2007-08,154.0
Vermont,New_England,2007-08,205.0
New_Jersey,Middle_Atlantic,2007-08,2753.0
New_York,Middle_Atlantic,2007-08,4242.0
Pennsylvania,Middle_Atlantic,2007-08,3989.0
Illinois,East_North_Central,2007-08,3620.0
Indiana,East_North_Central,2007-08,2143.0
Michigan,East_North_Central,2007-08,2343.0
Ohio,East_North_Central,2007-08,2903.0
Wisconsin,East_North_Central,2007-08,2061.0
Iowa,West_North_Central,2007-08,855.0
Kansas,West_North_Central,2007-08,717.0
Minnesota,West_North_Central,2007-08,1529.0
Missouri,West_North_Central,2007-08,1669.0
Nebraska,West_North_Central,2007-08,637.0
North_Dakota,West_North_Central,2007-08,287.0
South_Dakota,West_North_Central,2007-08,519.0
Delaware,South_Atlantic,2007-08,346.0
District_of_Columbia,South_Atlantic,2007-08,199.0
Florida,South_Atlantic,2007-08,8832.0
Georgia,South_Atlantic,2007-08,5747.0
Maryland,South_Atlantic,2007-08,1998.0
North_Carolina,South_Atlantic,2007-08,6766.0
South_Carolina,South_Atlantic,2007-08,2911.0
Virginia,South_Atlantic,2007-08,3012.0
West_Virginia,South_Atlantic,2007-08,319.0
Alabama,East_South_Central,2007-08,2350.0
Kentucky,East_South_Central,2007-08,987.0
Mississippi,East_South_Central,2007-08,1197.0
Tennessee,East_South_Central,2007-08,3322.0
Arkansas,West_South_Central,2007-08,1012.0
Louisiana,West_South_Central,2007-08,1659.0
Oklahoma,West_South_Central,2007-08,1164.0
Texas,West_South_Central,2007-08,15249.0
Arizona,Mountain,2007-08,3591.0
Colorado,Mountain,2007-08,2575.0
Idaho,Mountain,2007-08,1062.0
Montana,Mountain,2007-08,337.0
Nevada,Mountain,2007-08,2749.0
New_Mexico,Mountain,2007-08,902.0
Utah,Mountain,2007-08,2209.0
Wyoming,Mountain,2007-08,324.0
Alaska,Pacific,2007-08,196.0
California,Pacific,2007-08,10420.0
Hawaii,Pacific,2007-08,628.0
Oregon,Pacific,2007-08,1931.0
Washington,Pacific,2007-08,4916.0
Connecticut,New_England,2007-07,846.0
Maine,New_England,2007-07,667.0
Massachusetts,New_England,2007-07,1479.0
New_Hampshire,New_England,2007-07,490.0
Rhode_Island,New_England,2007-07,119.0
Vermont,New_England,2007-07,256.0
New_Jersey,Middle_Atlantic,2007-07,1706.0
New_York,Middle_Atlantic,2007-07,5805.0
Pennsylvania,Middle_Atlantic,2007-07,3047.0
Illinois,East_North_Central,2007-07,3511.0
Indiana,East_North_Central,2007-07,2264.0
Michigan,East_North_Central,2007-07,1999.0
Ohio,East_North_Central,2007-07,3061.0
Wisconsin,East_North_Central,2007-07,1924.0
Iowa,West_North_Central,2007-07,1164.0
Kansas,West_North_Central,2007-07,663.0
Minnesota,West_North_Central,2007-07,2560.0
Missouri,West_North_Central,2007-07,1768.0
Nebraska,West_North_Central,2007-07,715.0
North_Dakota,West_North_Central,2007-07,280.0
South_Dakota,West_North_Central,2007-07,407.0
Delaware,South_Atlantic,2007-07,429.0
District_of_Columbia,South_Atlantic,2007-07,190.0
Florida,South_Atlantic,2007-07,8591.0
Georgia,South_Atlantic,2007-07,5090.0
Maryland,South_Atlantic,2007-07,1734.0
North_Carolina,South_Atlantic,2007-07,6921.0
South_Carolina,South_Atlantic,2007-07,2996.0
Virginia,South_Atlantic,2007-07,3421.0
West_Virginia,South_Atlantic,2007-07,399.0
Alabama,East_South_Central,2007-07,1928.0
Kentucky,East_South_Central,2007-07,1417.0
Mississippi,East_South_Central,2007-07,1031.0
Tennessee,East_South_Central,2007-07,3302.0
Arkansas,West_South_Central,2007-07,750.0
Louisiana,West_South_Central,2007-07,2027.0
Oklahoma,West_South_Central,2007-07,1097.0
Texas,West_South_Central,2007-07,16459.0
Arizona,Mountain,2007-07,3726.0
Colorado,Mountain,2007-07,2573.0
Idaho,Mountain,2007-07,1453.0
Montana,Mountain,2007-07,398.0
Nevada,Mountain,2007-07,1257.0
New_Mexico,Mountain,2007-07,821.0
Utah,Mountain,2007-07,2123.0
Wyoming,Mountain,2007-07,238.0
Alaska,Pacific,2007-07,170.0
California,Pacific,2007-07,8601.0
Hawaii,Pacific,2007-07,334.0
Oregon,Pacific,2007-07,1997.0
Washington,Pacific,2007-07,3922.0
Connecticut,New_England,2007-06,742.0
Maine,New_England,2007-06,735.0
Massachusetts,New_England,2007-06,1097.0
New_Hampshire,New_England,2007-06,425.0
Rhode_Island,New_England,2007-06,152.0
Vermont,New_England,2007-06,182.0
New_Jersey,Middle_Atlantic,2007-06,2548.0
New_York,Middle_Atlantic,2007-06,6179.0
Pennsylvania,Middle_Atlantic,2007-06,3534.0
Illinois,East_North_Central,2007-06,4264.0
Indiana,East_North_Central,2007-06,2543.0
Michigan,East_North_Central,2007-06,1908.0
Ohio,East_North_Central,2007-06,3373.0
Wisconsin,East_North_Central,2007-06,2145.0
Iowa,West_North_Central,2007-06,1190.0
Kansas,West_North_Central,2007-06,914.0
Minnesota,West_North_Central,2007-06,1822.0
Missouri,West_North_Central,2007-06,1896.0
Nebraska,West_North_Central,2007-06,823.0
North_Dakota,West_North_Central,2007-06,264.0
South_Dakota,West_North_Central,2007-06,403.0
Delaware,South_Atlantic,2007-06,486.0
District_of_Columbia,South_Atlantic,2007-06,9.0
Florida,South_Atlantic,2007-06,9910.0
Georgia,South_Atlantic,2007-06,6005.0
Maryland,South_Atlantic,2007-06,1862.0
North_Carolina,South_Atlantic,2007-06,7844.0
South_Carolina,South_Atlantic,2007-06,3224.0
Virginia,South_Atlantic,2007-06,3312.0
West_Virginia,South_Atlantic,2007-06,348.0
Alabama,East_South_Central,2007-06,1991.0
Kentucky,East_South_Central,2007-06,1418.0
Mississippi,East_South_Central,2007-06,1696.0
Tennessee,East_South_Central,2007-06,2919.0
Arkansas,West_South_Central,2007-06,813.0
Louisiana,West_South_Central,2007-06,2366.0
Oklahoma,West_South_Central,2007-06,1257.0
Texas,West_South_Central,2007-06,16656.0
Arizona,Mountain,2007-06,5371.0
Colorado,Mountain,2007-06,3928.0
Idaho,Mountain,2007-06,1341.0
Montana,Mountain,2007-06,531.0
Nevada,Mountain,2007-06,1976.0
New_Mexico,Mountain,2007-06,1068.0
Utah,Mountain,2007-06,1985.0
Wyoming,Mountain,2007-06,288.0
Alaska,Pacific,2007-06,159.0
California,Pacific,2007-06,9218.0
Hawaii,Pacific,2007-06,977.0
Oregon,Pacific,2007-06,1816.0
Washington,Pacific,2007-06,3995.0
Connecticut,New_England,2007-05,808.0
Maine,New_England,2007-05,618.0
Massachusetts,New_England,2007-05,1697.0
New_Hampshire,New_England,2007-05,477.0
Rhode_Island,New_England,2007-05,153.0
Vermont,New_England,2007-05,191.0
New_Jersey,Middle_Atlantic,2007-05,2083.0
New_York,Middle_Atlantic,2007-05,4720.0
Pennsylvania,Middle_Atlantic,2007-05,3347.0
Illinois,East_North_Central,2007-05,4416.0
Indiana,East_North_Central,2007-05,2651.0
Michigan,East_North_Central,2007-05,2247.0
Ohio,East_North_Central,2007-05,3529.0
Wisconsin,East_North_Central,2007-05,2537.0
Iowa,West_North_Central,2007-05,1170.0
Kansas,West_North_Central,2007-05,1143.0
Minnesota,West_North_Central,2007-05,2109.0
Missouri,West_North_Central,2007-05,1874.0
Nebraska,West_North_Central,2007-05,766.0
North_Dakota,West_North_Central,2007-05,516.0
South_Dakota,West_North_Central,2007-05,871.0
Delaware,South_Atlantic,2007-05,591.0
District_of_Columbia,South_Atlantic,2007-05,466.0
Florida,South_Atlantic,2007-05,10857.0
Georgia,South_Atlantic,2007-05,7932.0
Maryland,South_Atlantic,2007-05,2879.0
North_Carolina,South_Atlantic,2007-05,8111.0
South_Carolina,South_Atlantic,2007-05,4835.0
Virginia,South_Atlantic,2007-05,4119.0
West_Virginia,South_Atlantic,2007-05,403.0
Alabama,East_South_Central,2007-05,2262.0
Kentucky,East_South_Central,2007-05,1224.0
Mississippi,East_South_Central,2007-05,1626.0
Tennessee,East_South_Central,2007-05,3648.0
Arkansas,West_South_Central,2007-05,926.0
Louisiana,West_South_Central,2007-05,2367.0
Oklahoma,West_South_Central,2007-05,1360.0
Texas,West_South_Central,2007-05,18291.0
Arizona,Mountain,2007-05,4502.0
Colorado,Mountain,2007-05,2863.0
Idaho,Mountain,2007-05,1448.0
Montana,Mountain,2007-05,549.0
Nevada,Mountain,2007-05,2237.0
New_Mexico,Mountain,2007-05,1134.0
Utah,Mountain,2007-05,2175.0
Wyoming,Mountain,2007-05,323.0
Alaska,Pacific,2007-05,288.0
California,Pacific,2007-05,11123.0
Hawaii,Pacific,2007-05,622.0
Oregon,Pacific,2007-05,2349.0
Washington,Pacific,2007-05,5007.0
Connecticut,New_England,2007-04,779.0
Maine,New_England,2007-04,569.0
Massachusetts,New_England,2007-04,1159.0
New_Hampshire,New_England,2007-04,369.0
Rhode_Island,New_England,2007-04,165.0
Vermont,New_England,2007-04,234.0
New_Jersey,Middle_Atlantic,2007-04,1982.0
New_York,Middle_Atlantic,2007-04,4748.0
Pennsylvania,Middle_Atlantic,2007-04,3582.0
Illinois,East_North_Central,2007-04,3506.0
Indiana,East_North_Central,2007-04,2443.0
Michigan,East_North_Central,2007-04,1790.0
Ohio,East_North_Central,2007-04,2951.0
Wisconsin,East_North_Central,2007-04,2229.0
Iowa,West_North_Central,2007-04,1223.0
Kansas,West_North_Central,2007-04,989.0
Minnesota,West_North_Central,2007-04,1701.0
Missouri,West_North_Central,2007-04,2310.0
Nebraska,West_North_Central,2007-04,749.0
North_Dakota,West_North_Central,2007-04,354.0
South_Dakota,West_North_Central,2007-04,565.0
Delaware,South_Atlantic,2007-04,572.0
District_of_Columbia,South_Atlantic,2007-04,26.0
Florida,South_Atlantic,2007-04,10469.0
Georgia,South_Atlantic,2007-04,8121.0
Maryland,South_Atlantic,2007-04,1539.0
North_Carolina,South_Atlantic,2007-04,7148.0
South_Carolina,South_Atlantic,2007-04,3956.0
Virginia,South_Atlantic,2007-04,3373.0
West_Virginia,South_Atlantic,2007-04,406.0
Alabama,East_South_Central,2007-04,2222.0
Kentucky,East_South_Central,2007-04,1357.0
Mississippi,East_South_Central,2007-04,2077.0
Tennessee,East_South_Central,2007-04,3163.0
Arkansas,West_South_Central,2007-04,920.0
Louisiana,West_South_Central,2007-04,2009.0
Oklahoma,West_South_Central,2007-04,1398.0
Texas,West_South_Central,2007-04,14143.0
Arizona,Mountain,2007-04,4251.0
Colorado,Mountain,2007-04,3057.0
Idaho,Mountain,2007-04,1111.0
Montana,Mountain,2007-04,456.0
Nevada,Mountain,2007-04,2412.0
New_Mexico,Mountain,2007-04,920.0
Utah,Mountain,2007-04,2029.0
Wyoming,Mountain,2007-04,265.0
Alaska,Pacific,2007-04,233.0
California,Pacific,2007-04,10087.0
Hawaii,Pacific,2007-04,514.0
Oregon,Pacific,2007-04,1948.0
Washington,Pacific,2007-04,3476.0
Connecticut,New_England,2007-03,538.0
Maine,New_England,2007-03,503.0
Massachusetts,New_England,2007-03,1141.0
New_Hampshire,New_England,2007-03,350.0
Rhode_Island,New_England,2007-03,164.0
Vermont,New_England,2007-03,253.0
New_Jersey,Middle_Atlantic,2007-03,1734.0
New_York,Middle_Atlantic,2007-03,5311.0
Pennsylvania,Middle_Atlantic,2007-03,3100.0
Illinois,East_North_Central,2007-03,4310.0
Indiana,East_North_Central,2007-03,2474.0
Michigan,East_North_Central,2007-03,1561.0
Ohio,East_North_Central,2007-03,2915.0
Wisconsin,East_North_Central,2007-03,1592.0
Iowa,West_North_Central,2007-03,1186.0
Kansas,West_North_Central,2007-03,1056.0
Minnesota,West_North_Central,2007-03,1510.0
Missouri,West_North_Central,2007-03,2097.0
Nebraska,West_North_Central,2007-03,591.0
North_Dakota,West_North_Central,2007-03,153.0
South_Dakota,West_North_Central,2007-03,466.0
Delaware,South_Atlantic,2007-03,489.0
District_of_Columbia,South_Atlantic,2007-03,67.0
Florida,South_Atlantic,2007-03,12202.0
Georgia,South_Atlantic,2007-03,7370.0
Maryland,South_Atlantic,2007-03,2366.0
North_Carolina,South_Atlantic,2007-03,8554.0
South_Carolina,South_Atlantic,2007-03,3732.0
Virginia,South_Atlantic,2007-03,3710.0
West_Virginia,South_Atlantic,2007-03,352.0
Alabama,East_South_Central,2007-03,2058.0
Kentucky,East_South_Central,2007-03,1691.0
Mississippi,East_South_Central,2007-03,2307.0
Tennessee,East_South_Central,2007-03,3565.0
Arkansas,West_South_Central,2007-03,1323.0
Louisiana,West_South_Central,2007-03,1857.0
Oklahoma,West_South_Central,2007-03,1599.0
Texas,West_South_Central,2007-03,16433.0
Arizona,Mountain,2007-03,6154.0
Colorado,Mountain,2007-03,2544.0
Idaho,Mountain,2007-03,1613.0
Montana,Mountain,2007-03,386.0
Nevada,Mountain,2007-03,2292.0
New_Mexico,Mountain,2007-03,907.0
Utah,Mountain,2007-03,1858.0
Wyoming,Mountain,2007-03,315.0
Alaska,Pacific,2007-03,106.0
California,Pacific,2007-03,13245.0
Hawaii,Pacific,2007-03,587.0
Oregon,Pacific,2007-03,2142.0
Washington,Pacific,2007-03,4393.0
Connecticut,New_England,2007-02,372.0
Maine,New_England,2007-02,284.0
Massachusetts,New_England,2007-02,951.0
New_Hampshire,New_England,2007-02,219.0
Rhode_Island,New_England,2007-02,176.0
Vermont,New_England,2007-02,92.0
New_Jersey,Middle_Atlantic,2007-02,1601.0
New_York,Middle_Atlantic,2007-02,2741.0
Pennsylvania,Middle_Atlantic,2007-02,1772.0
Illinois,East_North_Central,2007-02,3332.0
Indiana,East_North_Central,2007-02,1233.0
Michigan,East_North_Central,2007-02,950.0
Ohio,East_North_Central,2007-02,2178.0
Wisconsin,East_North_Central,2007-02,1069.0
Iowa,West_North_Central,2007-02,348.0
Kansas,West_North_Central,2007-02,534.0
Minnesota,West_North_Central,2007-02,712.0
Missouri,West_North_Central,2007-02,1289.0
Nebraska,West_North_Central,2007-02,347.0
North_Dakota,West_North_Central,2007-02,82.0
South_Dakota,West_North_Central,2007-02,177.0
Delaware,South_Atlantic,2007-02,418.0
District_of_Columbia,South_Atlantic,2007-02,365.0
Florida,South_Atlantic,2007-02,10271.0
Georgia,South_Atlantic,2007-02,6468.0
Maryland,South_Atlantic,2007-02,1881.0
North_Carolina,South_Atlantic,2007-02,6864.0
South_Carolina,South_Atlantic,2007-02,3242.0
Virginia,South_Atlantic,2007-02,3071.0
West_Virginia,South_Atlantic,2007-02,298.0
Alabama,East_South_Central,2007-02,2076.0
Kentucky,East_South_Central,2007-02,1375.0
Mississippi,East_South_Central,2007-02,1182.0
Tennessee,East_South_Central,2007-02,2868.0
Arkansas,West_South_Central,2007-02,988.0
Louisiana,West_South_Central,2007-02,1246.0
Oklahoma,West_South_Central,2007-02,1369.0
Texas,West_South_Central,2007-02,15111.0
Arizona,Mountain,2007-02,6158.0
Colorado,Mountain,2007-02,2357.0
Idaho,Mountain,2007-02,855.0
Montana,Mountain,2007-02,325.0
Nevada,Mountain,2007-02,1888.0
New_Mexico,Mountain,2007-02,744.0
Utah,Mountain,2007-02,1829.0
Wyoming,Mountain,2007-02,166.0
Alaska,Pacific,2007-02,168.0
California,Pacific,2007-02,8631.0
Hawaii,Pacific,2007-02,690.0
Oregon,Pacific,2007-02,2384.0
Washington,Pacific,2007-02,4144.0
Connecticut,New_England,2007-01,529.0
Maine,New_England,2007-01,327.0
Massachusetts,New_England,2007-01,1838.0
New_Hampshire,New_England,2007-01,405.0
Rhode_Island,New_England,2007-01,190.0
Vermont,New_England,2007-01,85.0
New_Jersey,Middle_Atlantic,2007-01,1947.0
New_York,Middle_Atlantic,2007-01,4133.0
Pennsylvania,Middle_Atlantic,2007-01,2666.0
Illinois,East_North_Central,2007-01,4371.0
Indiana,East_North_Central,2007-01,1522.0
Michigan,East_North_Central,2007-01,1021.0
Ohio,East_North_Central,2007-01,2125.0
Wisconsin,East_North_Central,2007-01,1257.0
Iowa,West_North_Central,2007-01,482.0
Kansas,West_North_Central,2007-01,759.0
Minnesota,West_North_Central,2007-01,1002.0
Missouri,West_North_Central,2007-01,1249.0
Nebraska,West_North_Central,2007-01,325.0
North_Dakota,West_North_Central,2007-01,101.0
South_Dakota,West_North_Central,2007-01,234.0
Delaware,South_Atlantic,2007-01,456.0
District_of_Columbia,South_Atlantic,2007-01,402.0
Florida,South_Atlantic,2007-01,10064.0
Georgia,South_Atlantic,2007-01,6997.0
Maryland,South_Atlantic,2007-01,1209.0
North_Carolina,South_Atlantic,2007-01,7731.0
South_Carolina,South_Atlantic,2007-01,3536.0
Virginia,South_Atlantic,2007-01,2865.0
West_Virginia,South_Atlantic,2007-01,231.0
Alabama,East_South_Central,2007-01,2200.0
Kentucky,East_South_Central,2007-01,1131.0
Mississippi,East_South_Central,2007-01,1185.0
Tennessee,East_South_Central,2007-01,3319.0
Arkansas,West_South_Central,2007-01,750.0
Louisiana,West_South_Central,2007-01,1848.0
Oklahoma,West_South_Central,2007-01,940.0
Texas,West_South_Central,2007-01,13270.0
Arizona,Mountain,2007-01,3619.0
Colorado,Mountain,2007-01,2114.0
Idaho,Mountain,2007-01,971.0
Montana,Mountain,2007-01,260.0
Nevada,Mountain,2007-01,1538.0
New_Mexico,Mountain,2007-01,668.0
Utah,Mountain,2007-01,1546.0
Wyoming,Mountain,2007-01,170.0
Alaska,Pacific,2007-01,80.0
California,Pacific,2007-01,9621.0
Hawaii,Pacific,2007-01,862.0
Oregon,Pacific,2007-01,2017.0
Washington,Pacific,2007-01,4176.0
Connecticut,New_England,2006-12,640.0
Maine,New_England,2006-12,355.0
Massachusetts,New_England,2006-12,1785.0
New_Hampshire,New_England,2006-12,331.0
Rhode_Island,New_England,2006-12,137.0
Vermont,New_England,2006-12,123.0
New_Jersey,Middle_Atlantic,2006-12,2068.0
New_York,Middle_Atlantic,2006-12,4409.0
Pennsylvania,Middle_Atlantic,2006-12,2664.0
Illinois,East_North_Central,2006-12,2853.0
Indiana,East_North_Central,2006-12,1679.0
Michigan,East_North_Central,2006-12,1384.0
Ohio,East_North_Central,2006-12,1907.0
Wisconsin,East_North_Central,2006-12,1242.0
Iowa,West_North_Central,2006-12,733.0
Kansas,West_North_Central,2006-12,735.0
Minnesota,West_North_Central,2006-12,1787.0
Missouri,West_North_Central,2006-12,1695.0
Nebraska,West_North_Central,2006-12,445.0
North_Dakota,West_North_Central,2006-12,184.0
South_Dakota,West_North_Central,2006-12,195.0
Delaware,South_Atlantic,2006-12,418.0
District_of_Columbia,South_Atlantic,2006-12,52.0
Florida,South_Atlantic,2006-12,9982.0
Georgia,South_Atlantic,2006-12,5838.0
Maryland,South_Atlantic,2006-12,2780.0
North_Carolina,South_Atlantic,2006-12,7608.0
South_Carolina,South_Atlantic,2006-12,3058.0
Virginia,South_Atlantic,2006-12,2378.0
West_Virginia,South_Atlantic,2006-12,227.0
Alabama,East_South_Central,2006-12,2456.0
Kentucky,East_South_Central,2006-12,921.0
Mississippi,East_South_Central,2006-12,785.0
Tennessee,East_South_Central,2006-12,2918.0
Arkansas,West_South_Central,2006-12,633.0
Louisiana,West_South_Central,2006-12,3863.0
Oklahoma,West_South_Central,2006-12,873.0
Texas,West_South_Central,2006-12,14157.0
Arizona,Mountain,2006-12,3834.0
Colorado,Mountain,2006-12,2548.0
Idaho,Mountain,2006-12,793.0
Montana,Mountain,2006-12,256.0
Nevada,Mountain,2006-12,2271.0
New_Mexico,Mountain,2006-12,644.0
Utah,Mountain,2006-12,1530.0
Wyoming,Mountain,2006-12,225.0
Alaska,Pacific,2006-12,48.0
California,Pacific,2006-12,10085.0
Hawaii,Pacific,2006-12,513.0
Oregon,Pacific,2006-12,1197.0
Washington,Pacific,2006-12,2843.0
Connecticut,New_England,2006-11,627.0
Maine,New_England,2006-11,485.0
Massachusetts,New_England,2006-11,1436.0
New_Hampshire,New_England,2006-11,305.0
Rhode_Island,New_England,2006-11,199.0
Vermont,New_England,2006-11,153.0
New_Jersey,Middle_Atlantic,2006-11,3117.0
New_York,Middle_Atlantic,2006-11,3096.0
Pennsylvania,Middle_Atlantic,2006-11,2235.0
Illinois,East_North_Central,2006-11,3408.0
Indiana,East_North_Central,2006-11,1886.0
Michigan,East_North_Central,2006-11,1860.0
Ohio,East_North_Central,2006-11,2711.0
Wisconsin,East_North_Central,2006-11,2114.0
Iowa,West_North_Central,2006-11,966.0
Kansas,West_North_Central,2006-11,1037.0
Minnesota,West_North_Central,2006-11,1582.0
Missouri,West_North_Central,2006-11,1346.0
Nebraska,West_North_Central,2006-11,740.0
North_Dakota,West_North_Central,2006-11,196.0
South_Dakota,West_North_Central,2006-11,280.0
Delaware,South_Atlantic,2006-11,489.0
District_of_Columbia,South_Atlantic,2006-11,213.0
Florida,South_Atlantic,2006-11,10776.0
Georgia,South_Atlantic,2006-11,6457.0
Maryland,South_Atlantic,2006-11,1512.0
North_Carolina,South_Atlantic,2006-11,6145.0
South_Carolina,South_Atlantic,2006-11,2989.0
Virginia,South_Atlantic,2006-11,2858.0
West_Virginia,South_Atlantic,2006-11,311.0
Alabama,East_South_Central,2006-11,1523.0
Kentucky,East_South_Central,2006-11,1040.0
Mississippi,East_South_Central,2006-11,954.0
Tennessee,East_South_Central,2006-11,3033.0
Arkansas,West_South_Central,2006-11,870.0
Louisiana,West_South_Central,2006-11,1602.0
Oklahoma,West_South_Central,2006-11,929.0
Texas,West_South_Central,2006-11,14479.0
Arizona,Mountain,2006-11,3020.0
Colorado,Mountain,2006-11,1989.0
Idaho,Mountain,2006-11,1025.0
Montana,Mountain,2006-11,295.0
Nevada,Mountain,2006-11,1262.0
New_Mexico,Mountain,2006-11,1017.0
Utah,Mountain,2006-11,1807.0
Wyoming,Mountain,2006-11,217.0
Alaska,Pacific,2006-11,75.0
California,Pacific,2006-11,9080.0
Hawaii,Pacific,2006-11,293.0
Oregon,Pacific,2006-11,1814.0
Washington,Pacific,2006-11,2517.0
Connecticut,New_England,2006-10,812.0
Maine,New_England,2006-10,641.0
Massachusetts,New_England,2006-10,1338.0
New_Hampshire,New_England,2006-10,614.0
Rhode_Island,New_England,2006-10,243.0
